DrugBank_ID,Name,SMILES,CAS_Number,MolecularWeight,LogP,NumHDonors,NumHAcceptors
DB02170,"1,8-Di-Hydroxy-4-Nitro-Xanthen-9-One",OC1=CC=C(C2=C1C(=O)C1=C(O)C=CC=C1O2)[N+]([O-])=O,,273.20000000000005,2.2656,2,6
DB02172,"2,5-Dideoxy-2,5-Imino-D-Glucitol",OC[C@@H]1N[C@@H](CO)[C@H](O)[C@H]1O,,163.173,-2.9667999999999988,5,5
DB02173,Co(III)-(Deuteroporphyrin IX),[Co+7].[H]\C-1=C2\[N-]\C(=C([H])/C3=N/C(=C([H])\C4=C(CCC([O-])=O)C(C)=C(N4)\C([H])=C4\C=C(C)C-1=N4)/C(CCC(O)=O)=C3C)C(C)=C2,,567.5110000000002,4.596740000000003,2,5
DB02174,D-Glutamine,N[C@H](CCC(N)=O)C(O)=O,5959-95-5,146.14600000000002,-1.3361999999999998,3,3
DB02175,Malonic acid,OC(=O)CC(O)=O,141-82-2,104.06099999999999,-0.4543,2,2
DB02176,Mercury Acetate Ion,CC(=O)O[Hg+],,259.634,0.011299999999999977,0,2
DB02177,1-Acetyl-4-(4-{4-[(2-Ethoxyphenyl)Thio]-3-Nitrophenyl}Pyridin-2-Yl)Piperazine,CCOC1=CC=CC=C1SC1=C(C=C(C=C1)C1=CC(=NC=C1)N1CCN(CC1)C(C)=O)N(=O)=O,,478.5740000000003,4.875200000000007,0,7
DB02178,Phenylacetaldehyde,O=CCC1=CC=CC=C1,122-78-1,120.15099999999995,1.428,0,1
DB02179,O-Trifluoromethylphenyl Anthranilic Acid,OC(=O)C1=CC=CC=C1NC1=C(C=CC=C1)C(F)(F)F,,281.23299999999995,4.147200000000001,2,2
DB02180,Myristoyl-Coa,CCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,3130-72-1,977.9020000000005,3.365800000000001,9,19
DB02181,2'-Deoxyguanosine-5'-Triphosphate,NC1=NC2=C(N=CN2[C@H]2C[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O2)C(=O)N1,2564-35-4,507.18200000000013,-1.3065000000000004,7,13
DB02182,Hybrid Between B and C Type Hemes (Protoporphyrin Ixcontaining Fe),CCC1=C2C=C3N4C(=CC5=C(C)C(CCC(O)=O)=C6C=C7N8C(=CC(N2[Fe]48N56)=C1C)C(C)=C7CCC(O)=O)C(C=C)=C3C,,618.5150000000001,2.241780000000001,2,6
DB02183,Adenosine-5'-ditungstate,NC1=C2N=CN(C3OC(CO[W](O)(=O)O[W](O)(O)=O)C(O)C3O)C2=NC=N1,,732.9350000000002,-3.473399999999999,6,12
DB02184,"D-1,4-dithiothreitol",O[C@H](CS)[C@H](O)CS,,154.256,-0.43220000000000003,4,4
DB02185,"2,4-Dihydroxy-7-(Methyloxy)-2h-1,4-Benzoxazin-3(4h)-One",[H][C@@]1(O)OC2=C(C=CC(OC)=C2)N(O)C1=O,,211.17299999999997,0.12819999999999993,2,5
DB02186,N-acetyl-beta-D-galactosamine 6-sulfate,CC(=O)N[C@H]1[C@H](O)O[C@H](COS(O)(=O)=O)[C@H](O)[C@@H]1O,157296-99-6,301.27299999999997,-3.2504999999999984,5,8
DB02187,Equilin,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC=C21)C=C(O)C=C3,474-86-2,268.356,3.7375000000000034,1,2
DB02188,N-Methylmesoporphyrin containing copper,[Cu+].CCC1=C(C)\C2=C\C3=C(CC)C(C)=C(\C=C4/N=C(/C=C5\[N-]\C(=C/C1=N2)C(C)=C5CCC(O)=O)C(CCC(O)=O)=C4C)N3C,,643.267,7.284440000000009,2,5
DB02189,"2',3'-Dideoxyadenosine triphosphate",NC1=C2N=CN([C@H]3CC[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O3)C2=NC=N1,24027-80-3,475.18400000000014,0.4293999999999996,5,12
DB02190,(S)-oxalosuccinic acid,[H][C@@](CC(O)=O)(C(O)=O)C(=O)C(O)=O,,190.10699999999997,-1.1843999999999992,3,4
DB02191,"(7as,12ar,12bs)-1,2,3,4,7a,12,12a,12b-Octahydroindolo[2,3-a]Quinolizin-7(6h)-One",[H][C@@]12CCCC[N@]1CC(=O)C1=C2NC2=C1C=CC=C2,,240.30600000000004,2.8912000000000013,1,2
DB02192,Phenylethyl alcohol,OCCC1=CC=CC=C1,60-12-8,122.16699999999996,1.2214,1,1
DB02194,"8-Benzyl-2-Hydroxy-2-(4-Hydroxy-Benzyl)-6-(4-Hydroxy-Phenyl)-2h-Imidazo[1,2-a]Pyrazin-3-One",OC1=CC=C(C[C@@]2(O)N=C3N(C=C(N=C3CC3=CC=CC=C3)C3=CC=C(O)C=C3)C2=O)C=C1,,439.4710000000001,3.265500000000001,3,6
DB02195,"3-(4-Fluorophenyl)-1-Hydroxy-2-(Pyridin-4-Yl)-1h-Pyrrolo[3,2-B]Pyridine",ON1C2=CC=CN=C2C(=C1C1=CC=NC=C1)C1=CC=C(F)C=C1,,305.312,4.141700000000002,1,4
DB02196,Uridine-Diphosphate-N-Acetylgalactosamine,CC(=O)N[C@@H]1[C@@H](O)[C@@H](O)[C@@H](CO)O[C@@H]1O[P@](O)(=O)O[P@](O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(=O)NC1=O,,607.3550000000001,-4.649899999999993,9,16
DB02197,"4-[(4-Imidazo[1,2-a]Pyridin-3-Ylpyrimidin-2-Yl)Amino]Benzenesulfonamide",NS(=O)(=O)C1=CC=C(NC2=NC(=CC=N2)C2=CN=C3C=CC=CN23)C=C1,,366.40600000000006,2.1823000000000006,2,7
DB02198,2-Bromoacetyl Group,OC(=O)CBr,79-08-3,138.948,0.46590000000000004,1,1
DB02199,"1,3-Dedimethyl-1,3-Divinyl Heme",CC1=C(CCC(O)=O)C2=CC3=C(CCC(O)=O)C(C)=C4C=C5N6C(=CC7=C(C=C)C(C=C)=C8C=C1N2[Fe]6(N34)N78)C(C=C)=C5C=C,,640.521,2.9915400000000023,2,6
DB02200,3-[N-[benzyloxycarbonyl]-phenylalaninyl-amino]-5-phenyl-pentane-1-sulfonylmethylbenzene,[H]N([C@@H](CCC1=CC=CC=C1)CCS(=O)(=O)CC1=CC=CC=C1)C(=O)[C@H](CC1=CC=CC=C1)N([H])C(=O)OCC1=CC=CC=C1,,598.7650000000001,5.646800000000006,2,5
DB02201,Malonate Ion,[O-]C(=O)CC([O-])=O,,102.04499999999999,-3.1237000000000004,0,4
DB02202,"(S)-butane-1,3-diol",C[C@H](O)CCO,24621-61-2,90.122,-0.25039999999999996,2,2
DB02203,Acetone Cyanohydrin,CC(C)(O)C#N,75-86-5,85.10600000000001,0.2808800000000001,1,2
DB02205,(+)-Rutamarin alcohol,CC(C)(O)[C@@H]1CC2=C(O1)C=C1OC(=O)C(=CC1=C2)C(C)(C)C=C,14755-47-6,314.3810000000001,3.331000000000002,1,4
DB02207,7-Nitroindazole,O=N(=O)C1=CC=CC2=CNN=C12,2942-42-9,163.13599999999997,1.4710999999999999,1,3
DB02209,Pyridoxine phosphate,CC1=NC=C(COP(O)(O)=O)C(CO)=C1O,447-05-2,249.159,0.19721999999999984,4,5
DB02210,"Hexane-1,6-Diol",OCCCCCCO,629-11-8,118.176,0.5313999999999999,2,2
DB02211,(R)-N-methyl-N-2-propynyl-1-indanamine,CN(CC#C)[C@@H]1CCC2=C1C=CC=C2,124192-87-6,185.27,2.2389,0,1
DB02213,Metanitrophenyl-Alpha-D-Galactoside,[H][C@]1(CO)O[C@]([H])(OC2=CC=CC(=C2)N(=O)=O)[C@]([H])(O)[C@@]([H])(O)[C@@]1([H])O,,301.251,-1.2265000000000004,4,8
DB02214,"6,7-dioxo-5H-8-ribitylaminolumazine",[H]N1C(=O)N([H])C2=C(N([H])C(=O)C(=O)N2C[C@H](O)[C@H](O)[C@H](O)CO)C1=O,,330.2530000000001,-4.858599999999997,7,9
DB02215,Furoyl-Leucine,[H][C@@](CC(C)C)(NC(=O)C1=CC=CO1)C(O)=O,,225.244,1.5087000000000002,2,3
DB02216,S-Methylcysteine,CSC[C@H](N)C(O)=O,1187-84-4,135.188,-0.2387000000000002,2,3
DB02217,Dpb-T,[H][C@]1(C[C@]2([H])O[C@@](OC[C@]2([H])O1)(C1=CC=CC=C1)P(O)(O)=O)N1C=C(C)C(=O)NC1=O,,410.3190000000002,0.5361199999999999,3,7
DB02218,"N-[4-hydroxymethyl-cyclohexan-6-yl-1,2,3-triol]-4,6-dideoxy-4-aminoglucopyranoside",[H][C@]1(C)O[C@]([H])(O)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])N[C@@]1([H])C=C(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])O,,321.326,-4.212899999999995,8,9
DB02219,3-(cyclohexylamino)propanesulfonic acid,OS(=O)(=O)CCCNC1CCCCC1,1135-40-6,221.32199999999995,1.1865999999999997,2,3
DB02220,AL7089A,CN[C@H]1CN(C2=CC(OC)=CC=C2)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O,220402-83-5,403.5070000000001,0.8734999999999999,2,7
DB02221,"4-(Aminosulfonyl)-N-[(2,4,6-Trifluorophenyl)Methyl]-Benzamide",NS(=O)(=O)C1=CC=C(C=C1)C(=O)NCC1=C(F)C=C(F)C=C1F,,344.314,1.6813,2,3
DB02222,"2,6-Diamino-(S)-9-[2-(Phosphonomethoxy)Propyl]Purine",C[C@@H](CN1C=NC2=C1N=C(N)N=C2N)OCP([O-])([O-])=O,,300.21500000000003,-1.7329999999999992,2,10
DB02223,LY231514 tetra glu,NC1=NC(=O)C2=C(NC=C2CCC2=CC=C(C=C2)C(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)NC(CCC(O)=O)C(O)=O)C(O)=O)C(O)=O)C(O)=O)N1,,814.7620000000004,-1.284799999999989,12,12
DB02224,Taxifolin,O[C@@H]1[C@H](OC2=CC(O)=CC(O)=C2C1=O)C1=CC=C(O)C(O)=C1,480-18-2,304.254,1.1862999999999997,5,7
DB02225,"1,2-Di-N-Pentanoyl-Sn-Glycero-3-Dithiophosphocholine",CCCCC(=O)OC[C@H](CO[P@@]([S-])(=S)OCC[N+](C)(C)C)OC(=O)CCCC,,457.59500000000037,3.332600000000001,0,8
DB02226,"3,8-Diamino-6-Phenyl-5-[6-[1-[2-[(1,2,3,4-Tetrahydro-9-Acridinyl)Amino]Ethyl]-1h-1,2,3-Triazol-4-Yl]Hexyl]-Phenanthridinium",NC1=CC2=C(C=C1)C1=CC=C(N)C=C1C(C1=CC=CC=C1)=[N+]2CCCCCCC1=CN(CCNC2=C3CCCCC3=NC3=C2C=CC=C3)N=N1,,661.8780000000002,8.045600000000007,3,7
DB02227,"4,5-Dihydroxy-Tetrahydro-Pyran-2-Carboxylic Acid",O[C@H]1CO[C@@H](C[C@@H]1O)C(O)=O,,162.141,-1.4183000000000001,3,4
DB02228,2-deoxy-2-fluoro-β-D-galactose,[H][C@@]1(O)O[C@]([H])(CO)[C@]([H])(O)[C@]([H])(O)[C@@]1([H])F,,182.147,-2.2442,4,5
DB02229,5'-O-[(L-methionyl)-sulphamoyl]adenosine,CSCC[C@H](N)C(=O)NS(=O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(N)NC=NC12,,479.5410000000001,-3.6795999999999935,6,14
DB02230,Immucillin-G,NC1=NC2=C(NC=C2[C@@H]2N[C@H](CO)[C@@H](O)[C@H]2O)C(=O)N1,,281.272,-2.4396,7,7
DB02232,"1,2-Dihydroxybenzene",OC1=CC=CC=C1O,120-80-9,110.11199999999998,1.0977999999999999,2,2
DB02233,6-hydroxy-D-norleucine,[H][C@@](N)(CCCCO)C(O)=O,,147.174,-0.43910000000000055,3,3
DB02234,S-Ethylisothiourea,CCSC(N)=N,2986-20-1,104.17800000000001,0.63297,2,2
DB02235,L-methionine (R)-S-oxide,C[S@@](=O)CC[C@H](N)C(O)=O,62697-73-8,165.21400000000003,-0.8330999999999991,2,3
DB02236,Glycinamide Ribonucleotide,NCC(=O)NC1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O,,286.17699999999996,-3.3826999999999985,6,7
DB02237,Maltotetraose,OC[C@@H](O)[C@@H](O[C@H]1O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O)[C@H](O)[C@@H](O)C=O,34612-38-9,666.5790000000005,-9.90620000000001,14,21
DB02238,4-methylthio-2-oxobutanoic acid,CSCCC(=O)C(O)=O,583-92-6,148.183,0.39319999999999994,1,3
DB02239,Laevulinic Acid,CC(=O)CCC(O)=O,123-76-2,116.11599999999999,0.44019999999999987,1,2
DB02240,Quinacrine mustard,COC1=CC2=C(NC(C)CCCN(CCCl)CCCl)C3=CC=C(Cl)C=C3N=C2C=C1,64046-79-3,468.85600000000005,6.410200000000006,1,4
DB02241,"8-Benzyl-2-Hydroperoxy-2-(4-Hydroxy-Benzyl)-6-(4-Hydroxy-Phenyl)-2h-Imidazo[1,2-a]Pyrazin-3-One",OO[C@]1(CC2=CC=C(O)C=C2)N=C2N(C=C(N=C2CC2=CC=CC=C2)C2=CC=C(O)C=C2)C1=O,,455.47000000000014,3.762800000000003,3,7
DB02242,Cyclohexanepropanoic acid,OC(=O)CCC1CCCCC1,701-97-3,156.22499999999997,2.4315000000000007,1,1
DB02243,4-Morpholin-4-Yl-Piperidine-1-Carboxylic Acid [1-(3-Benzenesulfonyl-1-Propyl-Allylcarbamoyl)-2-Phenylethyl]-Amide,[H][C@](CCC)(C=CS(=O)(=O)C1=CC=CC=C1)N=C(O)[C@]([H])(CC1=CC=CC=C1)N=C(O)N1CCC(CC1)N1CCOCC1,,582.767,4.421100000000004,2,6
DB02245,7-Deazaguanine,NC1=NC2=C(CC=N2)C(=O)N1,7355-55-7,150.141,-0.3895000000000001,2,4
DB02247,Hydrolyzed Cephalothin,[H][C@@](NC(=O)CC1=CC=CS1)(C(O)=O)[C@@]1([H])NC(C(O)=O)=C(C)CS1,,356.42500000000007,0.8810999999999996,4,6
DB02248,3-Methyl-5-Sulfo-Pyrrolidine-2-Carboxylic Acid,[H][C@@]1(C)C[C@@]([H])(N[C@@]1([H])C(O)=O)S(O)(=O)=O,,209.22299999999998,-0.7170999999999994,3,4
DB02249,2-Ethoxyethanol,CCOCCO,110-80-5,90.122,0.015200000000000047,1,2
DB02251,O-Succinylbenzoate,OC(=O)CCC(=O)C1=C(C=CC=C1)C(O)=O,27415-09-4,222.19600000000003,1.4323000000000001,2,3
DB02252,Iodobenzene,IC1=CC=CC=C1,591-50-4,204.01000000000002,2.2912,0,0
DB02253,"(1r)-4-[(1e,3e,5e,7z,9e,11z,13e,15e)-17-Hydroxy-3,7,12,16-Tetramethylheptadeca-1,3,5,7,9,11,13,15-Octaen-1-Yl]-3,5,5-Trimethylcyclohex-3-En-1-Ol",OC\C(C)=C\C=C\C(\C)=C/C=C/C=C(/C)\C=C\C=C(/C)\C=C\C1=C(C)C[C@@H](O)CC1(C)C,,434.66400000000027,7.486100000000008,2,2
DB02254,Trifluoro-thiamin phosphate,CC1=C(CCOP([O-])([O-])=O)SC=[N+]1CC1=CN=C(N=C1N)C(F)(F)F,,397.2950000000001,0.1711199999999996,1,8
DB02255,Ilomastat,CNC(=O)[C@H](CC1=CNC2=CC=CC=C12)NC(=O)[C@H](CC(C)C)CC(=O)NO,142880-36-2,388.4680000000002,1.4989999999999997,5,4
DB02256,2'-Deoxyuridine,OC[C@H]1O[C@H](C[C@@H]1O)N1C=CC(=O)NC1=O,951-78-0,228.20399999999998,-1.8226999999999993,3,6
DB02257,N-Bromoacetyl-Aminoethyl Phosphate,CC(=O)N(Br)CCOP(O)(O)=O,,261.996,0.25410000000000005,2,3
DB02258,SR11254,CC1(C)CCC(C)(C)C2=CC(=CC=C12)C(=N/O)\C1=CC=C2C=C(C=CC2=C1)C(O)=O,,401.50600000000014,6.113600000000006,2,3
DB02259,"3-(3,5-Dibromo-4-Hydroxy-Benzoyl)-2-Ethyl-Benzofuran-6-Sulfonic Acid (4-Sulfamoyl-Phenyl)-Amide",CCC1=C(C(=O)C2=CC(Br)=C(O)C(Br)=C2)C2=C(O1)C=C(C=C2)S(=O)(=O)NC1=CC=C(C=C1)S(N)(=O)=O,,658.3460000000001,4.905000000000005,3,7
DB02260,4-Oxosebacic Acid,OC(=O)CCCCCC(=O)CCC(O)=O,,216.23299999999998,1.4554,2,3
DB02261,Platelet Activating Factor,CCCCCCCCCCCCCCCCOC[C@H](CO[P@@]([O-])(=O)OCC[N+](C)(C)C)OC(C)=O,74389-68-7,523.6920000000002,5.6238000000000055,0,7
DB02262,Orotic acid,OC(=O)C1=CC(=O)NC(=O)N1,65-86-1,156.097,-1.2386000000000001,3,3
DB02263,D-glyceraldehyde 3-phosphate,[H]C(=O)[C@H](O)COP(O)(O)=O,591-57-1,170.05700000000002,-1.3445000000000003,3,4
DB02264,O2-Sulfo-Glucuronic Acid,[H][C@@]1(O)O[C@@]([H])(C(O)=O)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])OS(O)(=O)=O,,274.20300000000003,-3.3020000000000005,5,8
DB02265,Ethyl-Trimethyl-Silane,CC[Si](C)(C)C,3439-38-1,102.25299999999999,2.3445,0,0
DB02266,Flufenamic acid,OC(=O)C1=CC=CC=C1NC1=CC(=CC=C1)C(F)(F)F,530-78-9,281.23299999999995,4.147200000000001,2,2
DB02267,Argininosuccinate,N[C@@H](CCC\N=C(/N)N[C@H](CC(O)=O)C(O)=O)C(O)=O,,290.27600000000007,-1.9892999999999965,6,5
DB02268,4-(Acetylamino)-3-Amino Benzoic Acid,CC(=O)NC1=C(N)C=C(C=C1)C(O)=O,,194.19,0.9254,3,3
DB02269,[4-({[5-Benzyloxy-1-(3-Carbamimidoyl-Benzyl)-1h-Indole-2-Carbonyl]-Amino}-Methyl)-Phenyl]-Trimethyl-Ammonium,C[N+](C)(C)C1=CC=C(CNC(=O)C2=CC3=C(C=CC(OCC4=CC=CC=C4)=C3)N2CC2=CC=CC(=C2)C(N)=N)C=C1,,546.6950000000003,5.679370000000004,3,4
DB02270,Dimethylallyl S-Thiolodiphosphate,CC(C)CCS[P@](O)(=O)OP(O)(O)=O,,264.176,1.975400000000001,3,4
DB02271,S-(2-oxo)pentadecylcoa,[H]N([H])C1=C2N=CN([C@@H]3O[C@H](COP(O)(=O)OP(O)(=O)OCC(C)(C)[C@H](O)C(=O)N([H])CCC(=O)N([H])CCSCC(=O)CCCCCCCCCCCCC)[C@@H](OP(O)(O)=O)[C@H]3O)C2=NC=N1,,991.9289999999994,3.4083000000000006,9,19
DB02272,Porphobilinogen,NCC1=C(CC(O)=O)C(CCC(O)=O)=CN1,487-90-1,226.23199999999997,0.11769999999999992,4,3
DB02273,"2,6-Dimethyl-7-Octen-2-Ol",C[C@@H](CCCC(C)(C)O)C=C,18479-58-8,156.269,2.7497000000000016,1,1
DB02274,7-Keto-8-Aminopelargonic Acid,[H][C@@](C)(N)C(=O)CCCCCC(O)=O,4707-58-8,187.23899999999998,0.9377999999999997,2,3
DB02275,"[2-Aminomethyl-5-Oxo-4-(4-Oxo-Cyclohexa-2,5-Dienylmethyl)-4,5-Dihydro-Imidazol-1-Yl] -Acetaldehyde",[H][C@@]1(CC2C=CC(=O)C=C2)N=C(CN)N(CC=O)C1=O,,261.28099999999995,-0.5452999999999995,1,5
DB02276,(S)-2-(Phosphonoxy)Caproyl-L-Leucyl-P-Nitroanilide,[H][C@@](CC(C)C)(NC(=O)[C@]([H])(CCCC)OP(O)(O)=O)C(=O)NC1=CC=C(C=C1)[N+]([O-])=O,,445.4090000000001,2.7323000000000013,4,6
DB02277,1-(5-Tert-Butyl-2-Methyl-2h-Pyrazol-3-Yl)-3-(4-Chloro-Phenyl)-Urea,CN1N=C(C=C1NC(=O)NC1=CC=C(Cl)C=C1)C(C)(C)C,,306.7970000000001,4.015000000000002,2,3
DB02278,"7,8-dihydro-7,7-dimethyl-6-hydroxypterin",[H]N([H])C1=NC(=O)C2=C(N1[H])N([H])C(C)(C)C(=O)N2[H],,209.20899999999997,-0.5053000000000005,4,5
DB02279,Benzoylformic Acid,OC(=O)C(=O)C1=CC=CC=C1,611-73-4,150.13299999999998,0.9539000000000001,1,2
DB02280,(R)-Mandelic acid,O[C@@H](C(O)=O)C1=CC=CC=C1,611-71-2,152.149,0.8046,2,2
DB02281,Formycin,[H][C@]1(CO)O[C@@]([H])(C2=C3N=CN=C(N)C3=NN2)[C@]([H])(O)[C@]1([H])O,6742-12-7,267.245,-1.9108999999999994,5,8
DB02282,5'-S-methyl-5'-thioadenosine,CSC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2N,2457-80-9,297.34000000000003,-0.6093000000000002,3,9
DB02283,2-Phenylamino-Ethanesulfonic Acid,OS(=O)(=O)CCNC1=CC=CC=C1,,201.247,0.9862999999999998,2,3
DB02285,Protoporphyrin,CC1=C(CCC(O)=O)/C2=C/C3=N/C(=C\C4=C(C)C(C=C)=C(N4)/C=C4\N=C(\C=C\1/N\2)C(C=C)=C4C)/C(C)=C3CCC(O)=O,553-12-8,562.6700000000003,7.504040000000006,4,4
DB02286,2-amino-3-(4-amino-1H-indol-3-yl)propanoic acid,[H][C@](N)(CC1=CNC2=CC=CC(N)=C12)C(O)=O,,219.24399999999997,0.7045000000000002,4,3
DB02287,2-(2-hydroxy-phenyl)-3H-benzoimidazole-5-carboxamidine,NC(=[NH2+])C1=CC2=C(C=C1)N=C(N2)C1=CC=CC=C1O,,253.285,0.3999000000000001,4,2
DB02288,CRA-9334,CC1=CC(Br)=C([O-])C(=C1)C1=NC2=CC(=CC=C2N1)C(N)=[NH2+],,345.2000000000001,0.8388199999999992,3,2
DB02289,2-Aminopropanedioic Acid,NC(C(O)=O)C(O)=O,1068-84-4,119.07599999999998,-1.5171000000000001,3,3
DB02290,"3-{2,6,8-trioxo-9-[(2S,3S,4R)-2,3,4,5-tetrahydroxypentyl]-1,2,3,6,8,9-hexahydro-7H-purin-7-Yl}propyl dihydrogen phosphate",[H]N1C2=C(N(CCCOP(O)(O)=O)C(=O)N2C[C@H](O)[C@H](O)[C@H](O)CO)C(=O)N([H])C1=O,,440.30200000000013,-4.245999999999996,8,11
DB02292,Irosustat,NS(=O)(=O)OC1=CC=C2C3=C(CCCCC3)C(=O)OC2=C1,288628-05-7,309.34299999999996,1.6441999999999999,1,5
DB02293,"(2S)-2,3-bis{[(3R,7R)-3,7,11,15-tetramethylhexadecyl]oxy}propyl (2R)-2-hydroxy-3-[(hydroxyphosphinato)oxy]propyl phosphate",[H]C(C)(CCCC(C)C)CCC[C@@]([H])(C)CCC[C@@]([H])(C)CCOC[C@@]([H])(COP(O)(=O)OC[C@]([H])(O)COP([O-])([O-])=O)OCC[C@]([H])(C)CCC[C@]([H])(C)CCCC([H])(C)CCCC(C)C,,885.1949999999995,11.658599999999991,2,10
DB02294,"(5R,6S,7S,8S)-5-hydroxymethyl-6,7,8-trihydroxy-tetrazolo[1,5-A]piperidine",[H][C@]1(O)C2=NN=NN2[C@]([H])(CO)[C@]([H])(O)[C@]1([H])O,,202.17000000000004,-3.0247000000000006,4,8
DB02295,"N-[3-(Dimethylamino)Propyl]-2-({[4-({[4-(Formylamino)-1-Methyl-1h-Pyrrol-2-Yl]Carbonyl}Amino)-1-Methyl-1h-Pyrrol-2-Yl]Carbonyl}Amino)-5-Isopropyl-1,3-Thiazole-4-Carboxamide",CC(C)C1=C(N=C(NC(=O)C2=CC(NC(=O)C3=CC(NC=O)=CN3C)=CN2C)S1)C(=O)NCCCN(C)C,,542.6660000000002,2.6979000000000015,4,9
DB02296,Isoamyl alcohol,CC(C)CCO,123-51-3,88.14999999999999,1.0248,1,1
DB02297,2-Amino-6-Chloropyrazine,NC1=CN=CC(Cl)=N1,,129.54999999999998,0.7122000000000002,1,3
DB02298,5-Hydroxyamino-3-Methyl-Pyrrolidine-2-Carboxylic Acid,[H][C@@]1(C)C[C@@]([H])(NO)N[C@@]1([H])C(O)=O,,160.17299999999997,-0.6260999999999992,4,4
DB02299,Arginineamide,N[C@@H](CCCNC(N)=[NH2+])C(N)=O,,174.22799999999998,-3.7573999999999987,5,2
DB02300,Calcipotriol,O[C@H](\C=C\[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C)C1CC1,112965-21-6,412.61400000000026,5.0906000000000065,3,3
DB02301,"5,10-Methylene-6-Hydrofolic Acid",NC1=NC(=O)C2=C(N1)N=C[C@@H]1CN(CN21)C1=CC=C(C=C1)C(=O)N[C@H](CCC(O)=O)C(O)=O,,455.4310000000002,-0.23149999999999965,5,9
DB02302,Symmetric dimethylarginine,CN\C(NCCC[C@H](N)C(O)=O)=N\C,30344-00-4,202.258,-1.026699999999998,4,3
DB02303,"(5S)-5-Iododihydro-2,4(1H,3H)-pyrimidinedione",[H]N1C[C@H](I)C(=O)N([H])C1=O,,240.0,-0.3706,2,2
DB02304,Prostaglandin B2,CCCCC[C@H](O)\C=C\C1=C(C\C=C/CCCC(O)=O)C(=O)CC1,13367-85-6,334.4560000000001,4.344500000000003,2,3
DB02305,"4,5-Dehydro-D-Glucuronic Acid",[H][C@@]1(O)OC(=C[C@]([H])(O)[C@@]1([H])O)C(O)=O,,176.12399999999997,-1.9747,4,5
DB02306,Palmitoyl-Linoleoyl Phosphatidylcholine,CCCCCCCCCCCCCCCC(=O)OC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC,,758.0749999999995,10.943999999999994,0,8
DB02307,N-(1-carboxy-3-phenylpropyl)phenylalanyl-alpha-asparagine,[H]N([H])C(=O)[C@H](CC(O)=O)N([H])C(=O)[C@H](CC1=CC=CC=C1)N([H])[C@@H](CCC1=CC=CC=C1)C(O)=O,,441.48400000000015,0.7181000000000011,5,5
DB02308,"4-(1,3,2-Dioxaborolan-2-Yloxy)Butan-1-Aminium",[NH3+]CCCCOB1OCCO1,,160.00199999999998,-0.9431999999999994,1,3
DB02309,5-monophosphate-9-beta-D-ribofuranosyl xanthine,O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(O)=O)[N+]1=CNC2=C1NC(=O)NC2=O,,365.2150000000001,-3.439499999999998,7,7
DB02310,"3,5,6,8-Tetramethyl-N-Methyl Phenanthrolinium",CC1=CN=C2C(=C1)C(C)=C(C)C1=C2[N+](C)=CC(C)=C1,,251.35299999999998,3.446180000000002,0,1
DB02311,Methyl Methylsulfinylmethyl Sulfide,CSC[S@](C)=O,33577-16-1,124.22999999999999,0.6854,0,2
DB02312,beta-D-galactose 6-phosphate,O[C@@H]1O[C@H](COP(O)(O)=O)[C@H](O)[C@H](O)[C@H]1O,,260.13500000000005,-3.1043999999999996,6,7
DB02313,"Ethyl (4R)-4-{[(2R,5S)-2-(4-fluorobenzyl)-6-methyl-5-{[(5-methyl-1,2-oxazol-3-yl)carbonyl]amino}-4-oxoheptanoyl]amino}-5-[(3S)-2-oxo-3-pyrrolidinyl]pentanoate",[H]N([C@H](CCC(=O)OCC)C[C@@H]1CCN([H])C1=O)C(=O)[C@H](CC(=O)[C@@H](N([H])C(=O)C1=NOC(C)=C1)C(C)C)CC1=CC=C(F)C=C1,,600.6880000000003,3.0489200000000007,3,8
